Grouped_commodity,Commodity,Country,Forced Labor,Child Labor,Doc_Source1,Doc_Source2,Tier,Year,TierNum,,,,,,,,,,,,,,,,
Agriculture,Vanilla,Madagascar,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Agriculture,Vanilla,Uganda,,CL,Department of Labor 2022,,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Agriculture,Wheat,Pakistan,FL,,Department of Labor 2022,Verite,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Agriculture,Yerba Mate (stimulant plant),Argentina,,CL,Department of Labor 2022,,Tier 1,2021,1,,,,,,,,,,,,,,,,
Agriculture,Yerba Mate (stimulant plant),Paraguay,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Beef,Brazil,,CL,Department of Labor 2022,Verite,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Bovines,Cambodia,,CL,Department of Labor 2022,,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Animal Product,Bovines,Ecuador,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Bovines,Ghana,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Bovines,Pakistan,,CL,Department of Labor 2022,,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Animal Product,Bovines,Swaziland,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Cattle,Angola,FL,,Verite,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Cattle,Bolivia,FL,,Department of Labor 2022,Verite,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Cattle,Botswana,FL,,Verite,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Cattle,Brazil,FL,CL,Department of Labor 2022,Verite,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Cattle,Chad,FL,CL,Department of Labor 2022,Verite,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Cattle,Costa Rica,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Cattle,El Salvador,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Cattle,Ethiopia,,CL,Department of Labor 2022,Verite,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Animal Product,Cattle,Gabon,FL,,Verite,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Cattle,Kenya,FL,CL,Department of Labor 2022,Verite,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Cattle,Lesotho,,CL,Department of Labor 2022,Verite,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Animal Product,Cattle,Malawi,FL,,Verite,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Cattle,Mauritania,FL,CL,Department of Labor 2022,Verite,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Animal Product,Cattle,Mexico,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Cattle,Namibia,FL,CL,Verite,,Tier 1,2021,1,,,,,,,,,,,,,,,,
Animal Product,Cattle,Niger,FL,,Department of Labor 2022,Verite,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Cattle,Paraguay,FL,CL,Department of Labor 2022,Verite,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Cattle,South Sudan,FL,CL,Department of Labor 2022,Verite,Tier 3,2021,3,,,,,,,,,,,,,,,,
Animal Product,Cattle,Swaziland,FL,CL,Verite,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Cattle,Tanzania,FL,CL,Verite,,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Animal Product,Cattle,Uganda,FL,CL,Department of Labor 2022,Verite,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Animal Product,Cattle,Zambia,,CL,Department of Labor 2022,Verite,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Animal Product,Dairy Products,Pakistan,,CL,Department of Labor 2022,,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Animal Product,Dried Fish,Bangladesh,FL,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Fish,Bangladesh,FL,CL,Verite,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Fish,Belize,FL,,Verite,,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Animal Product,Fish,Brazil,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Fish,Burundi,FL,,Verite,,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Animal Product,Fish,Cambodia,,CL,Department of Labor 2022,Verite,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Animal Product,Fish,Cameroon,FL,,Verite,,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Animal Product,Fish,China,FL,,Department of Labor 2022,,Tier 3,2021,3,,,,,,,,,,,,,,,,
Animal Product,Fish,Comoros,FL,,Verite,,Tier 3,2021,3,,,,,,,,,,,,,,,,
Animal Product,Fish,Congo,FL,,Verite,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Fish,Costa Rica,FL,,Verite,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Fish,El Salvador,,CL,Verite,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Fish,Fiji,FL,,Verite,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Fish,Gabon,FL,,Verite,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Fish,Ghana,FL,CL,Department of Labor 2022,Verite,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Fish,Iceland,FL,,Verite,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Fish,India,FL,,Verite,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Fish,Indonesia,FL,CL,Department of Labor 2022,Verite,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Fish,Ireland,FL,,Verite,,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Animal Product,Fish,Israel,FL,,Verite,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Fish,Jamaica,FL,,Verite,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Fish,Kenya,FL,CL,Department of Labor 2022,Verite,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Fish,Madagascar,FL,,Verite,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Fish,Malaysia,FL,,Verite,,Tier 3,2021,3,,,,,,,,,,,,,,,,
Animal Product,Fish,Mauritius,FL,,Verite,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Fish,Micronesia,FL,,Verite,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Fish,Paraguay,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Fish,Peru,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Fish,Philippines,,CL,Department of Labor 2022,,Tier 1,2021,1,,,,,,,,,,,,,,,,
Animal Product,Fish,South Korea,FL,,Verite,,Tier 1,2021,1,,,,,,,,,,,,,,,,
Animal Product,Fish,Taiwan,FL,,Department of Labor 2022,,Tier 1,2021,1,,,,,,,,,,,,,,,,
Animal Product,Fish,Thailand,FL,,Department of Labor 2022,,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Animal Product,Fish,Uganda,,CL,Department of Labor 2022,,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Animal Product,Fish,Viet nam,,CL,Department of Labor 2022,,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Animal Product,Fish,Yemen,,CL,Department of Labor 2022,,Tier 3,2021,3,,,,,,,,,,,,,,,,
Animal Product,Goats,Mauritania,,CL,Department of Labor 2022,,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Animal Product,Goats,Paraguay,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Hogs,Brazil,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Hogs,Ecuador,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Hogs,Paraguay,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Hogs,Philippines,,CL,Department of Labor 2022,,Tier 1,2021,1,,,,,,,,,,,,,,,,
Animal Product,Leather,Angola,,CL,Verite,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Leather,Bangladesh,,CL,Department of Labor 2022,Verite,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Leather,Brazil,,CL,Verite,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Leather,China,FL,,Verite,,Tier 3,2021,3,,,,,,,,,,,,,,,,
Animal Product,Leather,Ethiopia,,CL,Verite,,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Animal Product,Leather,India,,CL,Verite,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Leather,Indonesia,,CL,Verite,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Leather,Pakistan,,CL,Department of Labor 2022,Verite,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Animal Product,Leather,Viet nam,,CL,Department of Labor 2022,,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Animal Product,Leather Goods/Accessories,India,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Leather Goods/Accessories,Mexico,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Lobsters,Honduras,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Meat,Cambodia,,CL,Department of Labor 2022,,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Animal Product,Nile Perch (fish),Tanzania,,CL,Department of Labor 2022,,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Animal Product,Poultry,Bangladesh,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Poultry,Brazil,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Poultry,Ecuador,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Poultry,Paraguay,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Sheep,Brazil,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Sheep,Paraguay,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Shellfish,El Salvador,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Shellfish,Nicaragua,,CL,Department of Labor 2022,,Tier 3,2021,3,,,,,,,,,,,,,,,,
Animal Product,Shrimp,Bangladesh,FL,CL,Department of Labor 2022,Verite,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Shrimp,Cambodia,,CL,Department of Labor 2022,Verite,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Animal Product,Shrimp,Myanmar,FL,,Department of Labor 2022,Verite,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Animal Product,Shrimp,Thailand,FL,CL,Department of Labor 2022,Verite,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Animal Product,Tilapia (fish),Ghana,FL,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Wool,Mongolia,,CL,Verite,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Animal Product,Wool,United States,FL,,Verite,,Tier 1,2021,1,,,,,,,,,,,,,,,,
Electronics,Electronics,China,FL,CL,Department of Labor 2022,,Tier 3,2021,3,,,,,,,,,,,,,,,,
Electronics,Electronics,Malaysia,FL,,Department of Labor 2022,,Tier 3,2021,3,,,,,,,,,,,,,,,,
Electronics,Electronics,Pakistan,,CL,Department of Labor 2022,,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Electronics,Polysilicon,China,FL,,Department of Labor 2022,,Tier 3,2021,3,,,,,,,,,,,,,,,,
Mined/Earthen,Amber,Ukraine,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Mined/Earthen,Brass,India,,CL,Department of Labor 2022,Verite,Tier 2,2021,2,,,,,,,,,,,,,,,,
Mined/Earthen,Bricks,Afghanistan,FL,CL,Department of Labor 2022,Verite,Tier 3,2021,3,,,,,,,,,,,,,,,,
Mined/Earthen,Bricks,Angola,FL,CL,Verite,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Mined/Earthen,Bricks,Argentina,FL,CL,Department of Labor 2022,Verite,Tier 1,2021,1,,,,,,,,,,,,,,,,
Mined/Earthen,Bricks,Bangladesh,FL,CL,Department of Labor 2022,Verite,Tier 2,2021,2,,,,,,,,,,,,,,,,
Mined/Earthen,Bricks,Bolivia,,CL,Department of Labor 2022,Verite,Tier 2,2021,2,,,,,,,,,,,,,,,,
Mined/Earthen,Bricks,Brazil,,CL,Department of Labor 2022,Verite,Tier 2,2021,2,,,,,,,,,,,,,,,,
Mined/Earthen,Bricks,Cambodia,FL,CL,Department of Labor 2022,Verite,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Mined/Earthen,Bricks,China,FL,CL,Department of Labor 2022,Verite,Tier 3,2021,3,,,,,,,,,,,,,,,,
Mined/Earthen,Bricks,Colombia,,CL,Department of Labor 2022,Verite,Tier 1,2021,1,,,,,,,,,,,,,,,,
Mined/Earthen,Bricks,Ecuador,,CL,Department of Labor 2022,Verite,Tier 2,2021,2,,,,,,,,,,,,,,,,
Mined/Earthen,Bricks,Egypt,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Mined/Earthen,Bricks,India,FL,CL,Department of Labor 2022,Verite,Tier 2,2021,2,,,,,,,,,,,,,,,,
Mined/Earthen,Bricks,Iran,,CL,Department of Labor 2022,,Tier 3,2021,3,,,,,,,,,,,,,,,,
Mined/Earthen,Bricks,Malawi,FL,CL,Verite,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Mined/Earthen,Bricks,Myanmar,FL,CL,Department of Labor 2022,Verite,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Mined/Earthen,Bricks,Nepal,FL,CL,Department of Labor 2022,Verite,Tier 2,2021,2,,,,,,,,,,,,,,,,
Mined/Earthen,Bricks,North Korea,FL,CL,Department of Labor 2022,Verite,Tier 3,2021,3,,,,,,,,,,,,,,,,
Mined/Earthen,Bricks,Pakistan,FL,CL,Department of Labor 2022,Verite,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Mined/Earthen,Bricks,Paraguay,FL,CL,Department of Labor 2022,Verite,Tier 2,2021,2,,,,,,,,,,,,,,,,
Mined/Earthen,Bricks,Peru,,CL,Department of Labor 2022,Verite,Tier 2,2021,2,,,,,,,,,,,,,,,,
Mined/Earthen,Bricks,Russia,FL,,Department of Labor 2022,,Tier 3,2021,3,,,,,,,,,,,,,,,,
Mined/Earthen,Bricks,South Sudan,FL,CL,Verite,,Tier 3,2021,3,,,,,,,,,,,,,,,,
Mined/Earthen,Bricks,Uganda,FL,CL,Department of Labor 2022,Verite,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Mined/Earthen,Bricks,Viet nam,FL,CL,Department of Labor 2022,Verite,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Mined/Earthen,Cement,North Korea,FL,,Department of Labor 2022,,Tier 3,2021,3,,,,,,,,,,,,,,,,
Mined/Earthen,Charcoal,Argentina,FL,,Verite,,Tier 1,2021,1,,,,,,,,,,,,,,,,
Mined/Earthen,Charcoal,Brazil,FL,CL,Department of Labor 2022,Verite,Tier 2,2021,2,,,,,,,,,,,,,,,,
Mined/Earthen,Charcoal,Uganda,,CL,Department of Labor 2022,Verite,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Mined/Earthen,Coal,Afghanistan,,CL,Department of Labor 2022,Verite,Tier 3,2021,3,,,,,,,,,,,,,,,,
Mined/Earthen,Coal,China,FL,,Department of Labor 2022,Verite,Tier 3,2021,3,,,,,,,,,,,,,,,,
Mined/Earthen,Coal,Colombia,,CL,Department of Labor 2022,Verite,Tier 1,2021,1,,,,,,,,,,,,,,,,
Mined/Earthen,Coal,India,FL,,Verite,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Mined/Earthen,Coal,Mongolia,,CL,Department of Labor 2022,Verite,Tier 2,2021,2,,,,,,,,,,,,,,,,
Mined/Earthen,Coal,North Korea,FL,,Department of Labor 2022,Verite,Tier 3,2021,3,,,,,,,,,,,,,,,,
Mined/Earthen,Coal,Pakistan,FL,CL,Department of Labor 2022,Verite,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Mined/Earthen,Coal,Ukraine,,CL,Department of Labor 2022,Verite,Tier 2,2021,2,,,,,,,,,,,,,,,,
Mined/Earthen,Cobalt ore (heterogenite),Congo,,CL,Department of Labor 2022,,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Mined/Earthen,Coltan,Congo,FL,CL,Verite,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Mined/Earthen,Copper,Congo,FL,CL,Department of Labor 2022,Verite,Tier 2,2021,2,,,,,,,,,,,,,,,,
Mined/Earthen,Copper,Zambia,FL,,Verite,,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Mined/Earthen,Diamonds,Angola,FL,CL,Department of Labor 2022,Verite,Tier 2,2021,2,,,,,,,,,,,,,,,,
Mined/Earthen,Diamonds,Central African Republic,,CL,Department of Labor 2022,Verite,Tier 2,2021,2,,,,,,,,,,,,,,,,
Mined/Earthen,Diamonds,Congo,FL,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Mined/Earthen,Diamonds,Guinea,FL,CL,Department of Labor 2022,Verite,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Mined/Earthen,Diamonds,India,,CL,Verite,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Mined/Earthen,Diamonds,Liberia,FL,CL,Department of Labor 2022,Verite,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Mined/Earthen,Diamonds,Sierra Leone,FL,CL,Department of Labor 2022,Verite,Tier 2,2021,2,,,,,,,,,,,,,,,,
Mined/Earthen,Emeralds,Colombia,,CL,Department of Labor 2022,,Tier 1,2021,1,,,,,,,,,,,,,,,,
Mined/Earthen,Fluorspar (mineral),Mongolia,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Mined/Earthen,Gems,India,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Mined/Earthen,Gems,Zambia,,CL,Department of Labor 2022,,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Mined/Earthen,Glass,Bangladesh,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Mined/Earthen,Gold,Bolivia,,CL,Department of Labor 2022,Verite,Tier 2,2021,2,,,,,,,,,,,,,,,,
Mined/Earthen,Gold,Burkina Faso,FL,CL,Department of Labor 2022,Verite,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Mined/Earthen,Gold,Burundi,FL,,Verite,,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Mined/Earthen,Gold,Cameroon,FL,CL,Department of Labor 2022,Verite,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Mined/Earthen,Gold,Central African Republic,FL,,Verite,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Mined/Earthen,Gold,Colombia,,CL,Department of Labor 2022,Verite,Tier 1,2021,1,,,,,,,,,,,,,,,,
Mined/Earthen,Gold,Congo,FL,CL,Department of Labor 2022,Verite,Tier 2,2021,2,,,,,,,,,,,,,,,,
Mined/Earthen,Gold,Ecuador,,CL,Department of Labor 2022,Verite,Tier 2,2021,2,,,,,,,,,,,,,,,,
Mined/Earthen,Gold,Ethiopia,,CL,Department of Labor 2022,Verite,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Mined/Earthen,Gold,Ghana,FL,CL,Department of Labor 2022,Verite,Tier 2,2021,2,,,,,,,,,,,,,,,,
Mined/Earthen,Gold,Guinea,FL,CL,Department of Labor 2022,Verite,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Mined/Earthen,Gold,Indonesia,,CL,Department of Labor 2022,Verite,Tier 2,2021,2,,,,,,,,,,,,,,,,
Mined/Earthen,Gold,Kenya,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Mined/Earthen,Gold,Mali,FL,CL,Department of Labor 2022,Verite,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Mined/Earthen,Gold,Mongolia,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Mined/Earthen,Gold,Nicaragua,,CL,Department of Labor 2022,,Tier 3,2021,3,,,,,,,,,,,,,,,,
Mined/Earthen,Gold,Niger,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Mined/Earthen,Gold,Nigeria,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Mined/Earthen,Gold,North Korea,FL,,Department of Labor 2022,,Tier 3,2021,3,,,,,,,,,,,,,,,,
Mined/Earthen,Gold,Peru,FL,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Mined/Earthen,Gold,Philippines,,CL,Department of Labor 2022,,Tier 1,2021,1,,,,,,,,,,,,,,,,
Mined/Earthen,Gold,Senegal,,CL,Department of Labor 2022,,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Mined/Earthen,Gold,Sudan,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Mined/Earthen,Gold,Suriname,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Mined/Earthen,Gold,Tanzania,,CL,Department of Labor 2022,,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Mined/Earthen,Gold,Uganda,,CL,Department of Labor 2022,,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Mined/Earthen,Gold,Venezuela,FL,,Department of Labor 2022,,Tier 3,2021,3,,,,,,,,,,,,,,,,
Mined/Earthen,Gold,Zimbabwe,,CL,Department of Labor 2022,,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Mined/Earthen,Granite,Benin,,CL,Verite,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Mined/Earthen,Granite,Burkina Faso,,CL,Department of Labor 2022,,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Mined/Earthen,Granite,Nigeria,FL,CL,Department of Labor 2022,Verite,Tier 2,2021,2,,,,,,,,,,,,,,,,
Mined/Earthen,Granite,Sierra Leone,,CL,Department of Labor 2022,Verite,Tier 2,2021,2,,,,,,,,,,,,,,,,
Mined/Earthen,Granite (crushed),Benin,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Mined/Earthen,Gravel,Guatemala,,CL,Verite,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Mined/Earthen,Gravel,Nicaragua,,CL,Verite,,Tier 3,2021,3,,,,,,,,,,,,,,,,
Mined/Earthen,Gravel,Nigeria,FL,CL,Verite,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Mined/Earthen,Gravel (crushed stones),Guatemala,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Mined/Earthen,Gravel (crushed stones),Nicaragua,,CL,Department of Labor 2022,,Tier 3,2021,3,,,,,,,,,,,,,,,,
Mined/Earthen,Gravel (crushed stones),Nigeria,FL,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Mined/Earthen,Gypsum (mineral),Niger,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Mined/Earthen,Iron,India,,CL,Verite,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Mined/Earthen,Iron,North Korea,FL,,Department of Labor 2022,Verite,Tier 3,2021,3,,,,,,,,,,,,,,,,
Mined/Earthen,Jade,Myanmar,FL,CL,Department of Labor 2022,,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Mined/Earthen,Jewels,Colombia,,CL,Verite,,Tier 1,2021,1,,,,,,,,,,,,,,,,
Mined/Earthen,Jewels,India,,CL,Verite,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Mined/Earthen,Jewels,Myanmar,FL,CL,Verite,,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Mined/Earthen,Jewels,Tanzania,,CL,Verite,,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Mined/Earthen,Jewels,Zambia,,CL,Verite,,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Mined/Earthen,Limestone,Egypt,,CL,Verite,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Mined/Earthen,Limestone,Paraguay,,CL,Verite,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Mined/Earthen,Mica,India,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Mined/Earthen,Mica,Madagascar,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Mined/Earthen,Other Stone,India,FL,CL,Verite,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Mined/Earthen,Other Stone,Madagascar,,CL,Verite,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Mined/Earthen,Other Stone,Nepal,FL,CL,Verite,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Mined/Earthen,Other Stone,Zambia,,CL,Verite,,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Mined/Earthen,Pumice,Nicaragua,,CL,Verite,,Tier 3,2021,3,,,,,,,,,,,,,,,,
Mined/Earthen,Rubies,Myanmar,FL,CL,Department of Labor 2022,,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Mined/Earthen,Salt,Afghanistan,,CL,Department of Labor 2022,,Tier 3,2021,3,,,,,,,,,,,,,,,,
Mined/Earthen,Salt,Bangladesh,,CL,Department of Labor 2022,Verite,Tier 2,2021,2,,,,,,,,,,,,,,,,
Mined/Earthen,Salt,Cambodia,,CL,Department of Labor 2022,Verite,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Mined/Earthen,Salt,India,,CL,Verite,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Mined/Earthen,Salt,Mali,FL,,Verite,,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Mined/Earthen,Salt,Niger,,CL,Department of Labor 2022,Verite,Tier 2,2021,2,,,,,,,,,,,,,,,,
